model,param_count,prompt,prompt_example,test_count,first_micro_avg,first_micro_std,first_micro_tt,any_micro_avg,any_micro_std,any_micro_tt,reason,comments
google/flan-t5-small,80000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.31933333333333336,0.04792792943319258,,0.31933333333333336,0.04792792943319258,,Carry occurs in multiplication at some digits place is greater than 9.,
google/flan-t5-small,80000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.0,0.0,,0.0,0.0,,The digits needs to be concatenated to the final answer.,
google/flan-t5-small,80000000,Multiply,"Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.009229230769230769,0.0012129030166549387,,0.009229230769230769,0.0012129030166549387,,Multiplication is the compositional task.,
google/flan-t5-small,80000000,"Multiply, primed with carry","Q: Carry the digit from the tens place.
40 // 10 =
A: 4

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.01501846153846154,0.00014688884015113838,9.619856391482992e-06,0.01501846153846154,0.00014688884015113838,9.619856391482992e-06,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with concatenate","Q: Concatenate the numbers.
3 & 8 & 7 =
A: 387

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.013223076923076924,0.0017453030797648548,0.0011569439319620521,0.013223076923076924,0.0017453030797648548,0.0011569439319620521,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with multiply with 1 digit","Q: Multiply two numbers.
3 * 0 =
A: 0

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.00944,0.0009734632860209828,0.8498339062754705,0.00944,0.0009734632860209828,0.8498339062754705,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with sum","Q: Add two numbers.
38 + 98 =
A: 136

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.008675384615384616,0.0012994163459941104,0.6061463385562706,0.008675384615384616,0.0012994163459941104,0.6061463385562706,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with exponentiate","Q: Exponentiate the number.
3**0 =
A: 1

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.01564923076923077,0.0010420575913396724,1.0796545399620155e-06,0.01564923076923077,0.0010420575913396724,1.0796545399620155e-06,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-small,80000000,"Multiply, primed with subtract","Q: Subtract two numbers.
38 - 98 =
A: -60

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.010324615384615385,0.0018516546254825723,0.33214813367561524,0.010324615384615385,0.0018516546254825723,0.33214813367561524,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-small,80000000,"Multiply, primed with reverse","Q: Reverse the string.
The reverse of gtpdvl is
A: lvdptg

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.01650923076923077,0.0019871683043523225,4.6581533403946876e-08,0.016980000000000002,0.002015493831450592,6.912368019143546e-09,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-small,80000000,Multiply 1-digit,"Q: Multiply two numbers.
4 * 9 =
A: 36

Q: Multiply two numbers.
9 * 0 =
A: ",100.0,0.19579999999999997,0.011106754701531855,,0.19579999999999997,0.011106754701531855,,Multiplication requires multiplying two values at some digits place.,
google/flan-t5-small,80000000,Sum,"Q: Add two numbers.
22 + 1 =
A: 23

Q: Add two numbers.
18 + 41 =
A: ",10000.0,0.0001,0.0,,0.0001,0.0,,Summation is done after carrying occurs.,
google/flan-t5-base,248000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.1631111111111111,0.03382890866889434,,0.1631111111111111,0.03382890866889434,,Carry occurs in multiplication at some digits place is greater than 9.,
google/flan-t5-base,248000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.001109090909090909,0.00035628941713209864,,0.001109090909090909,0.00035628941713209864,,The digits needs to be concatenated to the final answer.,
google/flan-t5-base,248000000,Multiply,"Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.008013846153846154,0.0005843400161189288,,0.008013846153846154,0.0005843400161189288,,Multiplication is the compositional task.,
google/flan-t5-base,248000000,"Multiply, primed with carry","Q: Carry the digit from the tens place.
40 // 10 =
A: 4

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.008055384615384615,0.0009302846799764126,0.9669261812762051,0.008055384615384615,0.0009302846799764126,0.9669261812762051,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
google/flan-t5-base,248000000,"Multiply, primed with concatenate","Q: Concatenate the numbers.
3 & 8 & 7 =
A: 387

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.013229230769230767,0.001009486365382659,1.0254932979812568e-05,0.013229230769230767,0.001009486365382659,1.0254932979812568e-05,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
google/flan-t5-base,248000000,"Multiply, primed with multiply with 1 digit","Q: Multiply two numbers.
3 * 0 =
A: 0

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.00792,0.0006783655958676002,0.9260615335825304,0.00792,0.0006783655958676002,0.9260615335825304,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
google/flan-t5-base,248000000,"Multiply, primed with sum","Q: Add two numbers.
38 + 98 =
A: 136

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.007372307692307692,0.0006996465718087859,0.51370946625187,0.007373846153846153,0.0007017408614911848,0.5147228080188246,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
google/flan-t5-base,248000000,"Multiply, primed with exponentiate","Q: Exponentiate the number.
3**0 =
A: 1

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.0074707692307692305,0.00045340004150103066,0.5862721588781177,0.00750923076923077,0.00048275344387582,0.6131107652901906,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-base,248000000,"Multiply, primed with subtract","Q: Subtract two numbers.
38 - 98 =
A: -60

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.007555384615384615,0.0006891449122348447,0.6455795391074062,0.007555384615384615,0.0006891449122348447,0.6455795391074062,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-base,248000000,"Multiply, primed with reverse","Q: Reverse the string.
The reverse of gtpdvl is
A: lvdptg

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.00865076923076923,0.0005615405690160662,0.539899949069536,0.00865076923076923,0.0005615405690160662,0.539899949069536,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-base,248000000,Multiply 1-digit,"Q: Multiply two numbers.
4 * 9 =
A: 36

Q: Multiply two numbers.
9 * 0 =
A: ",100.0,0.10759999999999999,0.007059745037889112,,0.10759999999999999,0.007059745037889112,,Multiplication requires multiplying two values at some digits place.,
google/flan-t5-base,248000000,Sum,"Q: Add two numbers.
22 + 1 =
A: 23

Q: Add two numbers.
18 + 41 =
A: ",10000.0,0.000512,0.00013302631318652712,,0.000512,0.00013302631318652712,,Summation is done after carrying occurs.,
google/flan-t5-large,780000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.24022222222222225,0.05035380991384372,,0.24022222222222225,0.05035380991384372,,Carry occurs in multiplication at some digits place is greater than 9.,
google/flan-t5-large,780000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.26483636363636365,0.0253920271211716,,0.26483636363636365,0.0253920271211716,,The digits needs to be concatenated to the final answer.,
