model,param_count,prompt,prompt_example,test_count,first_micro_avg,first_micro_std,first_micro_tt,any_micro_avg,any_micro_std,any_micro_tt,reason,comments
google/flan-t5-small,80000000,Carry,"Q: Carry the digit from the tens place.
27 // 10 =
A: 2

Q: Carry the digit from the tens place.
44 // 10 =
A: ",90.0,0.31911111111111107,0.04662643768676763,,0.31911111111111107,0.04662643768676763,,Carry occurs in multiplication at some digits place is greater than 9.,
google/flan-t5-small,80000000,Concatenate,"Q: Concatenate the numbers.
1 & 7 & 5 =
A: 175

Q: Concatenate the numbers.
2 & 3 & 3 =
A: ",1100.0,0.0,0.0,,0.0,0.0,,The digits needs to be concatenated to the final answer.,
google/flan-t5-small,80000000,Multiply,"Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.009190769230769232,0.0012186946164020487,,0.009190769230769232,0.0012186946164020487,,Multiplication is the compositional task.,
google/flan-t5-small,80000000,"Multiply, primed with carry","Q: Carry the digit from the tens place.
40 // 10 =
A: 4

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.015030769230769231,0.0001443204849176438,8.084949411991938e-06,0.015030769230769231,0.0001443204849176438,8.084949411991938e-06,Multiplication is the compositional task. We are priming multiplication with carry because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with concatenate","Q: Concatenate the numbers.
3 & 8 & 7 =
A: 387

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.013249230769230768,0.0017767838773316137,0.000974395954947864,0.013249230769230768,0.0017767838773316137,0.000974395954947864,Multiplication is the compositional task. We are priming multiplication with concatenate because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with multiply with 1 digit","Q: Multiply two numbers.
3 * 0 =
A: 0

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.009415384615384617,0.001012910739246294,0.8398133033016498,0.009415384615384617,0.001012910739246294,0.8398133033016498,Multiplication is the compositional task. We are priming multiplication with multiplication of 1 digit numbers because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with sum","Q: Add two numbers.
38 + 98 =
A: 136

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.00868,0.001318898590159327,0.6342395054050234,0.00868,0.001318898590159327,0.6342395054050234,Multiplication is the compositional task. We are priming multiplication with summation of numbers up to 2 digits because multiplication depends on this subtask.,
google/flan-t5-small,80000000,"Multiply, primed with exponentiate","Q: Exponentiate the number.
3**0 =
A: 1

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.015667692307692306,0.0010705570081468373,8.624267674697385e-07,0.015667692307692306,0.0010705570081468373,8.624267674697385e-07,Multiplication is the compositional task. We are priming multiplication with exponentiate to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-small,80000000,"Multiply, primed with subtract","Q: Subtract two numbers.
38 - 98 =
A: -60

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.010344615384615386,0.001882629408865234,0.30742502660022986,0.010344615384615386,0.001882629408865234,0.30742502660022986,Multiplication is the compositional task. We are priming multiplication with subtraction to see if the performance stays the same or get worse because this task is not required for multiplication.,
google/flan-t5-small,80000000,"Multiply, primed with reverse","Q: Reverse the string.
The reverse of gtpdvl is
A: lvdptg

Q: Multiply two numbers.
38 * 98 =
A: 3724

Q: Multiply two numbers.
15480 * 75948 =
A: ",13000.0,0.01645846153846154,0.0019209317265912532,4.7772699915887316e-08,0.016913846153846154,0.002018109725437476,7.630979096635996e-09,Multiplication is the compositional task. We are priming multiplication with string reverse to see if the performance stays the same or get worse because this task is not required for multiplication.,
